UniProt,Keywords
P17948,"['3D-structure', 'Alternative splicing', 'Angiogenesis', 'ATP-binding', 'Cell membrane', 'Chemotaxis', 'Cytoplasm', 'Developmental protein', 'Differentiation', 'Direct protein sequencing', 'Disulfide bond', 'Endosome', 'Glycoprotein', 'Immunoglobulin domain', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Repeat', 'Secreted', 'Signal', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Tyrosine-protein kinase', 'Ubl conjugation']"
Q16678,"['3D-structure', 'Disease variant', 'Endoplasmic reticulum', 'Fatty acid metabolism', 'Glaucoma', 'Heme', 'Iron', 'Lipid metabolism', 'Lyase', 'Membrane', 'Metal-binding', 'Microsome', 'Mitochondrion', 'Monooxygenase', 'Oxidoreductase', 'Peters anomaly', 'Reference proteome', 'Steroid metabolism']"
P12822,"['Alternative promoter usage', 'Calmodulin-binding', 'Carboxypeptidase', 'Cell membrane', 'Cytoplasm', 'Direct protein sequencing', 'Disulfide bond', 'Glycoprotein', 'Hydrolase', 'Membrane', 'Metal-binding', 'Metalloprotease', 'Phosphoprotein', 'Protease', 'Reference proteome', 'Repeat', 'Secreted', 'Signal', 'Transmembrane', 'Transmembrane helix', 'Zinc']"
P28223,"['3D-structure', 'Alternative splicing', 'Behavior', 'Cell membrane', 'Cell projection', 'Cytoplasmic vesicle', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Host cell receptor for virus entry', 'Host-virus interaction', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P04035,"['3D-structure', 'Alternative splicing', 'Cholesterol biosynthesis', 'Cholesterol metabolism', 'Disease variant', 'Endoplasmic reticulum', 'Glycoprotein', 'Isopeptide bond', 'Limb-girdle muscular dystrophy', 'Lipid biosynthesis', 'Lipid metabolism', 'Membrane', 'NADP', 'Oxidoreductase', 'Peroxisome', 'Phosphoprotein', 'Reference proteome', 'Steroid biosynthesis', 'Steroid metabolism', 'Sterol biosynthesis', 'Sterol metabolism', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P18089,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Epilepsy', 'G-protein coupled receptor', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
O70127,"['ATP-binding', 'Cell membrane', 'Endosome', 'Glycoprotein', 'Lipid transport', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Translocase', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Ubl conjugation']"
P51679,"['Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P17252,"['3D-structure', 'Acetylation', 'Angiogenesis', 'Apoptosis', 'ATP-binding', 'Calcium', 'Cell adhesion', 'Cell membrane', 'Cytoplasm', 'Direct protein sequencing', 'Kinase', 'Membrane', 'Metal-binding', 'Mitochondrion', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Proto-oncogene', 'Reference proteome', 'Repeat', 'Serine/threonine-protein kinase', 'Transferase', 'Zinc', 'Zinc-finger']"
P08575,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Glycoprotein', 'Host-virus interaction', 'Hydrolase', 'Membrane', 'Phosphoprotein', 'Protein phosphatase', 'Reference proteome', 'Repeat', 'SCID', 'Signal', 'Transmembrane', 'Transmembrane helix']"
Q9Y6L6,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion transport', 'Lipid transport', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P25929,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P19327,"['Behavior', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q92731,"['3D-structure', 'Activator', 'Alternative splicing', 'Disease variant', 'DNA-binding', 'Lipid-binding', 'Metal-binding', 'Nucleus', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Zinc', 'Zinc-finger']"
P08172,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P49146,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q8VI47,"['ATP-binding', 'Cell membrane', 'Glycoprotein', 'Lipid transport', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Translocase', 'Transmembrane', 'Transmembrane helix', 'Transport']"
Q12809,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Deafness', 'Disease variant', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Long QT syndrome', 'Membrane', 'Methylation', 'Phosphoprotein', 'Potassium', 'Potassium channel', 'Potassium transport', 'Reference proteome', 'Short QT syndrome', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']"
P26435,"['3D-structure', 'Cell membrane', 'Glycoprotein', 'Ion transport', 'Lipid transport', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Sodium', 'Sodium transport', 'Symport', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P08912,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P15207,"['3D-structure', 'Cytoplasm', 'Disease variant', 'DNA-binding', 'Isopeptide bond', 'Lipid-binding', 'Lipoprotein', 'Metal-binding', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P21554,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Cell projection', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Mitochondrion', 'Mitochondrion outer membrane', 'Neurodegeneration', 'Obesity', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q63120,"['ATP-binding', 'Cell membrane', 'Glycoprotein', 'Lipid transport', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Translocase', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P35354,"['3D-structure', 'Acetylation', 'Dioxygenase', 'Disulfide bond', 'Endoplasmic reticulum', 'Fatty acid biosynthesis', 'Fatty acid metabolism', 'Glycoprotein', 'Heme', 'Iron', 'Lipid biosynthesis', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Nucleus', 'Oxidoreductase', 'Peroxidase', 'Prostaglandin biosynthesis', 'Prostaglandin metabolism', 'Reference proteome', 'S-nitrosylation', 'Signal']"
P20781,"['3D-structure', 'Cell membrane', 'Cell projection', 'Chloride', 'Chloride channel', 'Cytoplasm', 'Direct protein sequencing', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P33261,"['3D-structure', 'Direct protein sequencing', 'Endoplasmic reticulum', 'Fatty acid metabolism', 'Heme', 'Iron', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Monooxygenase', 'NADP', 'Oxidoreductase', 'Reference proteome']"
P46720,"['Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion transport', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P00533,"['3D-structure', 'Alternative splicing', 'ATP-binding', 'Cell membrane', 'Developmental protein', 'Direct protein sequencing', 'Disease variant', 'Disulfide bond', 'Endoplasmic reticulum', 'Endosome', 'Glycoprotein', 'Golgi apparatus', 'Host cell receptor for virus entry', 'Host-virus interaction', 'Hydroxylation', 'Isopeptide bond', 'Kinase', 'Lipoprotein', 'Membrane', 'Methylation', 'Nucleotide-binding', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Proto-oncogene', 'Receptor', 'Reference proteome', 'Repeat', 'Secreted', 'Signal', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Tyrosine-protein kinase', 'Ubl conjugation']"
P33260,"['3D-structure', 'Alternative splicing', 'Endoplasmic reticulum', 'Heme', 'Iron', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Monooxygenase', 'Oxidoreductase', 'Reference proteome', 'Signal']"
Q6VVX0,"['3D-structure', 'Disease variant', 'Endoplasmic reticulum', 'Heme', 'Iron', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Monooxygenase', 'Oxidoreductase', 'Reference proteome', 'Signal']"
P04775,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Isopeptide bond', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Sodium', 'Sodium channel', 'Sodium transport', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Ubl conjugation', 'Voltage-gated channel']"
P12530,"['3D-structure', 'Calcium', 'Cell membrane', 'Cytoplasm', 'Dioxygenase', 'Direct protein sequencing', 'Fatty acid metabolism', 'Iron', 'Lipid droplet', 'Lipid metabolism', 'Lipid-binding', 'Membrane', 'Metal-binding', 'Oxidoreductase', 'Reference proteome']"
Q9Y271,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P22309,"['Alternative splicing', 'Cytoplasm', 'Disease variant', 'Endoplasmic reticulum', 'Glycoprotein', 'Glycosyltransferase', 'Lipid metabolism', 'Membrane', 'Reference proteome', 'Signal', 'Transferase', 'Transmembrane', 'Transmembrane helix']"
Q7Z449,"['Alternative splicing', 'Direct protein sequencing', 'Disease variant', 'Endoplasmic reticulum', 'Heme', 'Hereditary spastic paraplegia', 'Iron', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Mitochondrion', 'Mitochondrion inner membrane', 'Monooxygenase', 'Neurodegeneration', 'Oxidoreductase', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']"
P04626,"['3D-structure', 'Activator', 'Alternative initiation', 'Alternative splicing', 'ATP-binding', 'Cell membrane', 'Cell projection', 'Chromosomal rearrangement', 'Cytoplasm', 'Disease variant', 'Disulfide bond', 'Endosome', 'Glycoprotein', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Signal', 'Transcription', 'Transcription regulation', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Tyrosine-protein kinase']"
P37288,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P21397,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Catecholamine metabolism', 'Direct protein sequencing', 'Disease variant', 'FAD', 'Flavoprotein', 'Intellectual disability', 'Membrane', 'Mitochondrion', 'Mitochondrion outer membrane', 'Neurotransmitter degradation', 'Oxidoreductase', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']"
P03956,"['3D-structure', 'Autocatalytic cleavage', 'Calcium', 'Collagen degradation', 'Direct protein sequencing', 'Disulfide bond', 'Extracellular matrix', 'Glycoprotein', 'Host-virus interaction', 'Hydrolase', 'Metal-binding', 'Metalloprotease', 'Phosphoprotein', 'Protease', 'Reference proteome', 'Repeat', 'Secreted', 'Signal', 'Zinc', 'Zymogen']"
P27361,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Apoptosis', 'ATP-binding', 'Cell cycle', 'Cell junction', 'Cytoplasm', 'Direct protein sequencing', 'Host-virus interaction', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Serine/threonine-protein kinase', 'Transferase', 'Ubl conjugation']"
P07550,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'Endosome', 'G-protein coupled receptor', 'Glycoprotein', 'Golgi apparatus', 'Hydroxylation', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P22303,"['3D-structure', 'Alternative splicing', 'Blood group antigen', 'Cell membrane', 'Direct protein sequencing', 'Disulfide bond', 'Glycoprotein', 'GPI-anchor', 'Hydrolase', 'Lipoprotein', 'Membrane', 'Neurotransmitter degradation', 'Nucleus', 'Reference proteome', 'Secreted', 'Serine esterase', 'Signal', 'Synapse']"
P04150,"['3D-structure', 'Acetylation', 'Alternative initiation', 'Alternative splicing', 'Apoptosis', 'Cell cycle', 'Cell division', 'Chromatin regulator', 'Chromosome partition', 'Cytoplasm', 'Cytoskeleton', 'Disease variant', 'DNA-binding', 'Isopeptide bond', 'Lipid-binding', 'Metal-binding', 'Methylation', 'Mitochondrion', 'Mitosis', 'Nucleus', 'Phosphoprotein', 'Pseudohermaphroditism', 'Receptor', 'Reference proteome', 'RNA-binding', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
Q01959,"['Cell membrane', 'Cell projection', 'Disease variant', 'Disulfide bond', 'Dystonia', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Neurodegeneration', 'Neurotransmitter transport', 'Parkinsonism', 'Reference proteome', 'Sodium', 'Symport', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P04774,"['Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Sodium', 'Sodium channel', 'Sodium transport', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']"
P41597,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Host-virus interaction', 'Inflammatory response', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Sulfation', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q9NPD5,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion transport', 'Lipid transport', 'Membrane', 'Phosphoprotein', 'Protease inhibitor', 'Reference proteome', 'Serine protease inhibitor', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P25105,"['Cell membrane', 'Chemotaxis', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P08311,"['3D-structure', 'Antibiotic', 'Antimicrobial', 'Cell membrane', 'Chemotaxis', 'Cytoplasm', 'Direct protein sequencing', 'Disulfide bond', 'Glycoprotein', 'Hydrolase', 'Lysosome', 'Membrane', 'Nucleus', 'Protease', 'Reference proteome', 'Secreted', 'Serine protease', 'Signal', 'Zymogen']"
P29274,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P23219,"['3D-structure', 'Alternative splicing', 'Dioxygenase', 'Disulfide bond', 'EGF-like domain', 'Endoplasmic reticulum', 'Fatty acid biosynthesis', 'Fatty acid metabolism', 'Glycoprotein', 'Heme', 'Iron', 'Lipid biosynthesis', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Oxidoreductase', 'Peroxidase', 'Prostaglandin biosynthesis', 'Prostaglandin metabolism', 'Reference proteome', 'Signal']"
P21728,"['3D-structure', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'Endoplasmic reticulum', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q690N0,"['Cytoplasm', 'DNA-binding', 'Lipid-binding', 'Metal-binding', 'Nucleus', 'Receptor', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Zinc', 'Zinc-finger']"
P21452,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P41595,"['3D-structure', 'Behavior', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Synapse', 'Synaptosome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
B2RX12,"['Alternative splicing', 'ATP-binding', 'Cell membrane', 'Glycoprotein', 'Lipid transport', 'Membrane', 'Nucleotide-binding', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Translocase', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P10635,"['3D-structure', 'Alternative splicing', 'Cholesterol metabolism', 'Endoplasmic reticulum', 'Fatty acid metabolism', 'Heme', 'Iron', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Monooxygenase', 'Oxidoreductase', 'Reference proteome', 'Steroid metabolism', 'Sterol metabolism']"
P29477,"['3D-structure', 'Calmodulin-binding', 'Cytoplasm', 'Direct protein sequencing', 'FAD', 'Flavoprotein', 'FMN', 'Heme', 'Iron', 'Metal-binding', 'NADP', 'Oxidoreductase', 'Phosphoprotein', 'Reference proteome', 'Ubl conjugation', 'Zinc']"
P28335,"['3D-structure', 'Alternative splicing', 'Behavior', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'RNA editing', 'Signal', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q8TAV3,"['Cell membrane', 'Endoplasmic reticulum', 'Glycoprotein', 'Heme', 'Iron', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Monooxygenase', 'Oxidoreductase', 'Reference proteome', 'Signal']"
Q16696,"['3D-structure', 'Endoplasmic reticulum', 'Heme', 'Iron', 'Membrane', 'Metal-binding', 'Microsome', 'Monooxygenase', 'Oxidoreductase', 'Reference proteome']"
P04798,"['3D-structure', 'Alternative splicing', 'Cytoplasm', 'Endoplasmic reticulum', 'Fatty acid metabolism', 'Glycoprotein', 'Heme', 'Iron', 'Lipid biosynthesis', 'Lipid metabolism', 'Lyase', 'Membrane', 'Metal-binding', 'Microsome', 'Mitochondrion', 'Mitochondrion inner membrane', 'Monooxygenase', 'Oxidoreductase', 'Reference proteome', 'Steroid biosynthesis']"
